IP,地区,洲,城市,延迟
198.41.201.239,LAX,North America,Los Angeles,169 ms
104.19.179.85,SJC,North America,San Jose,169 ms
104.22.28.198,LAX,North America,Los Angeles,169 ms
104.19.67.173,LAX,North America,Los Angeles,169 ms
104.16.81.86,SJC,North America,San Jose,169 ms
104.17.0.44,SJC,North America,San Jose,169 ms
104.25.176.45,LAX,North America,Los Angeles,169 ms
104.24.174.46,LAX,North America,Los Angeles,169 ms
104.19.145.33,SJC,North America,San Jose,169 ms
104.23.126.23,SJC,North America,San Jose,169 ms
162.159.129.85,LAX,North America,Los Angeles,169 ms
104.19.112.159,LAX,North America,Los Angeles,169 ms
104.27.121.94,LAX,North America,Los Angeles,169 ms
172.67.204.24,LAX,North America,Los Angeles,169 ms
104.24.48.223,LAX,North America,Los Angeles,169 ms
104.17.134.103,SJC,North America,San Jose,169 ms
198.41.203.18,LAX,North America,Los Angeles,169 ms
104.18.0.171,LAX,North America,Los Angeles,169 ms
104.17.129.28,SJC,North America,San Jose,169 ms
104.18.30.201,LAX,North America,Los Angeles,169 ms
104.25.162.181,LAX,North America,Los Angeles,169 ms
162.159.21.17,LAX,North America,Los Angeles,169 ms
104.24.128.54,LAX,North America,Los Angeles,169 ms
104.17.107.75,SJC,North America,San Jose,169 ms
104.17.245.81,SJC,North America,San Jose,169 ms
104.25.122.218,LAX,North America,Los Angeles,169 ms
104.25.114.203,LAX,North America,Los Angeles,169 ms
104.17.199.207,SJC,North America,San Jose,169 ms
104.22.69.173,LAX,North America,Los Angeles,169 ms
104.25.127.6,LAX,North America,Los Angeles,169 ms
172.64.154.199,LAX,North America,Los Angeles,169 ms
172.67.81.248,LAX,North America,Los Angeles,169 ms
104.18.197.215,SJC,North America,San Jose,169 ms
104.25.10.163,LAX,North America,Los Angeles,169 ms
172.67.61.8,LAX,North America,Los Angeles,169 ms
104.16.134.121,SJC,North America,San Jose,169 ms
198.41.197.2,LAX,North America,Los Angeles,169 ms
104.27.62.114,LAX,North America,Los Angeles,169 ms
162.159.133.37,LAX,North America,Los Angeles,169 ms
23.227.60.42,LAX,North America,Los Angeles,169 ms
104.25.155.131,LAX,North America,Los Angeles,169 ms
104.19.151.215,SJC,North America,San Jose,169 ms
104.17.23.24,SJC,North America,San Jose,169 ms
104.25.195.44,LAX,North America,Los Angeles,169 ms
104.27.123.47,LAX,North America,Los Angeles,169 ms
104.19.129.62,LAX,North America,Los Angeles,169 ms
162.159.44.87,LAX,North America,Los Angeles,169 ms
104.16.157.219,SJC,North America,San Jose,169 ms
104.18.7.197,LAX,North America,Los Angeles,169 ms
104.25.174.52,LAX,North America,Los Angeles,169 ms
104.18.165.183,SJC,North America,San Jose,169 ms
104.19.164.219,SJC,North America,San Jose,169 ms
104.19.172.221,SJC,North America,San Jose,169 ms
104.24.228.41,LAX,North America,Los Angeles,169 ms
104.24.184.96,LAX,North America,Los Angeles,169 ms
172.67.50.66,LAX,North America,Los Angeles,169 ms
172.67.38.239,LAX,North America,Los Angeles,169 ms
104.18.238.16,SJC,North America,San Jose,169 ms
104.18.32.157,LAX,North America,Los Angeles,170 ms
104.24.211.54,LAX,North America,Los Angeles,170 ms
104.16.31.241,SJC,North America,San Jose,170 ms
104.24.17.141,LAX,North America,Los Angeles,170 ms
104.24.150.67,LAX,North America,Los Angeles,170 ms
104.25.222.112,LAX,North America,Los Angeles,170 ms
172.67.218.60,LAX,North America,Los Angeles,170 ms
104.19.21.45,LAX,North America,Los Angeles,170 ms
104.21.4.157,LAX,North America,Los Angeles,170 ms
172.67.14.255,LAX,North America,Los Angeles,170 ms
104.19.92.73,LAX,North America,Los Angeles,170 ms
104.19.110.211,LAX,North America,Los Angeles,170 ms
1.1.1.140,LAX,North America,Los Angeles,170 ms
104.17.249.71,SJC,North America,San Jose,170 ms
104.16.194.125,SJC,North America,San Jose,170 ms
104.17.187.112,SJC,North America,San Jose,170 ms
104.17.186.139,SJC,North America,San Jose,170 ms
104.25.242.145,LAX,North America,Los Angeles,170 ms
104.25.59.251,LAX,North America,Los Angeles,170 ms
104.18.113.242,SJC,North America,San Jose,170 ms
104.27.116.81,LAX,North America,Los Angeles,170 ms
104.21.115.123,LAX,North America,Los Angeles,170 ms
104.18.45.171,LAX,North America,Los Angeles,170 ms
104.22.64.78,LAX,North America,Los Angeles,170 ms
104.19.39.221,LAX,North America,Los Angeles,170 ms
198.41.211.30,LAX,North America,Los Angeles,170 ms
104.25.17.10,LAX,North America,Los Angeles,170 ms
104.21.95.209,LAX,North America,Los Angeles,170 ms
172.64.66.201,LAX,North America,Los Angeles,170 ms
104.25.15.106,LAX,North America,Los Angeles,170 ms
104.21.233.212,SJC,North America,San Jose,170 ms
104.17.159.56,SJC,North America,San Jose,170 ms
104.17.243.73,SJC,North America,San Jose,170 ms
104.19.215.87,SJC,North America,San Jose,170 ms
104.19.113.183,SJC,North America,San Jose,170 ms
172.64.152.4,LAX,North America,Los Angeles,170 ms
172.67.208.201,LAX,North America,Los Angeles,170 ms
104.24.26.16,LAX,North America,Los Angeles,170 ms
104.17.172.116,SJC,North America,San Jose,170 ms
108.162.194.94,LAX,North America,Los Angeles,170 ms
104.25.12.104,SJC,North America,San Jose,170 ms
104.17.234.91,SJC,North America,San Jose,170 ms
104.19.55.227,LAX,North America,Los Angeles,170 ms
104.20.6.243,LAX,North America,Los Angeles,170 ms
104.16.29.128,SJC,North America,San Jose,170 ms
104.18.102.97,SJC,North America,San Jose,170 ms
104.19.249.134,SJC,North America,San Jose,170 ms
104.27.85.97,LAX,North America,Los Angeles,170 ms
104.18.6.65,LAX,North America,Los Angeles,170 ms
104.16.140.165,SJC,North America,San Jose,170 ms
172.64.158.231,LAX,North America,Los Angeles,170 ms
104.19.24.225,LAX,North America,Los Angeles,170 ms
104.22.71.166,LAX,North America,Los Angeles,170 ms
104.16.18.79,SJC,North America,San Jose,170 ms
104.19.35.94,LAX,North America,Los Angeles,170 ms
104.18.33.66,LAX,North America,Los Angeles,170 ms
104.19.124.109,LAX,North America,Los Angeles,170 ms
104.18.99.182,SJC,North America,San Jose,170 ms
104.16.137.158,SJC,North America,San Jose,170 ms
162.159.23.44,LAX,North America,Los Angeles,170 ms
104.21.229.164,SJC,North America,San Jose,170 ms
172.67.85.134,LAX,North America,Los Angeles,170 ms
104.16.236.101,SJC,North America,San Jose,170 ms
104.16.30.162,SJC,North America,San Jose,170 ms
104.18.225.118,SJC,North America,San Jose,170 ms
104.19.71.37,LAX,North America,Los Angeles,170 ms
104.25.9.100,LAX,North America,Los Angeles,170 ms
104.22.50.179,LAX,North America,Los Angeles,170 ms
172.67.105.26,LAX,North America,Los Angeles,170 ms
104.18.119.59,SJC,North America,San Jose,170 ms
104.18.46.91,LAX,North America,Los Angeles,170 ms
141.101.121.99,LAX,North America,Los Angeles,170 ms
104.25.203.90,LAX,North America,Los Angeles,170 ms
104.17.62.162,SJC,North America,San Jose,170 ms
104.19.27.24,LAX,North America,Los Angeles,170 ms
104.27.197.117,LAX,North America,Los Angeles,170 ms
104.21.89.21,LAX,North America,Los Angeles,170 ms
172.67.47.48,LAX,North America,Los Angeles,170 ms
172.66.0.238,LAX,North America,Los Angeles,170 ms
104.17.190.100,SJC,North America,San Jose,170 ms
104.27.15.115,LAX,North America,Los Angeles,170 ms
104.18.59.83,LAX,North America,Los Angeles,170 ms
104.24.80.38,LAX,North America,Los Angeles,170 ms
104.16.146.133,SJC,North America,San Jose,170 ms
172.67.179.215,LAX,North America,Los Angeles,170 ms
104.17.101.31,SJC,North America,San Jose,170 ms
162.159.26.253,LAX,North America,Los Angeles,170 ms
104.25.205.223,LAX,North America,Los Angeles,170 ms
104.24.61.92,LAX,North America,Los Angeles,170 ms
104.25.1.158,LAX,North America,Los Angeles,170 ms
104.25.104.5,LAX,North America,Los Angeles,170 ms
104.19.75.25,LAX,North America,Los Angeles,170 ms
104.18.205.124,SJC,North America,San Jose,170 ms
172.67.57.26,LAX,North America,Los Angeles,170 ms
172.67.59.196,LAX,North America,Los Angeles,170 ms
198.217.251.198,LAX,North America,Los Angeles,170 ms
104.19.89.107,LAX,North America,Los Angeles,170 ms
172.66.40.234,LAX,North America,Los Angeles,170 ms
104.16.12.61,SJC,North America,San Jose,170 ms
172.66.46.243,LAX,North America,Los Angeles,170 ms
104.18.60.147,LAX,North America,Los Angeles,170 ms
104.19.150.249,SJC,North America,San Jose,170 ms
104.17.130.0,SJC,North America,San Jose,170 ms
104.19.204.134,LAX,North America,Los Angeles,170 ms
104.21.105.106,LAX,North America,Los Angeles,170 ms
104.17.87.243,SJC,North America,San Jose,170 ms
104.25.172.106,LAX,North America,Los Angeles,170 ms
104.17.31.122,SJC,North America,San Jose,170 ms
104.18.177.1,SJC,North America,San Jose,170 ms
104.22.58.210,LAX,North America,Los Angeles,170 ms
104.24.44.114,LAX,North America,Los Angeles,170 ms
190.93.247.85,SJC,North America,San Jose,170 ms
104.19.51.86,LAX,North America,Los Angeles,170 ms
162.159.22.72,LAX,North America,Los Angeles,170 ms
104.21.193.68,LAX,North America,Los Angeles,170 ms
104.16.128.106,SJC,North America,San Jose,171 ms
104.16.127.209,SJC,North America,San Jose,171 ms
104.25.26.45,LAX,North America,Los Angeles,171 ms
104.25.56.183,SJC,North America,San Jose,171 ms
104.18.8.57,LAX,North America,Los Angeles,171 ms
104.18.103.183,SJC,North America,San Jose,171 ms
104.19.9.32,LAX,North America,Los Angeles,171 ms
104.19.199.51,LAX,North America,Los Angeles,171 ms
104.16.226.29,SJC,North America,San Jose,171 ms
104.18.22.250,LAX,North America,Los Angeles,171 ms
172.67.33.5,LAX,North America,Los Angeles,171 ms
104.19.143.223,SJC,North America,San Jose,171 ms
172.67.21.29,LAX,North America,Los Angeles,171 ms
104.19.84.210,LAX,North America,Los Angeles,171 ms
104.23.127.82,LAX,North America,Los Angeles,171 ms
104.17.188.245,SJC,North America,San Jose,171 ms
162.159.249.15,LAX,North America,Los Angeles,171 ms
104.17.149.8,SJC,North America,San Jose,171 ms
104.25.2.192,LAX,North America,Los Angeles,171 ms
104.19.61.238,LAX,North America,Los Angeles,171 ms
104.24.189.40,LAX,North America,Los Angeles,171 ms
104.24.231.141,SJC,North America,San Jose,171 ms
104.27.56.255,LAX,North America,Los Angeles,171 ms
141.101.90.111,CDG,Europe,Paris,171 ms
104.20.14.120,LAX,North America,Los Angeles,171 ms
172.67.240.27,LAX,North America,Los Angeles,171 ms
104.21.218.38,LAX,North America,Los Angeles,171 ms
162.159.236.130,LAX,North America,Los Angeles,171 ms
104.25.87.198,LAX,North America,Los Angeles,171 ms
104.22.41.55,LAX,North America,Los Angeles,171 ms
104.25.6.145,LAX,North America,Los Angeles,171 ms
104.19.223.217,SJC,North America,San Jose,171 ms
104.19.81.72,LAX,North America,Los Angeles,171 ms
104.16.147.226,SJC,North America,San Jose,171 ms
104.19.58.242,LAX,North America,Los Angeles,171 ms
104.17.67.36,SJC,North America,San Jose,171 ms
104.25.33.214,LAX,North America,Los Angeles,171 ms
104.17.169.69,SJC,North America,San Jose,171 ms
104.17.176.12,SJC,North America,San Jose,171 ms
104.17.180.221,SJC,North America,San Jose,171 ms
104.22.3.250,LAX,North America,Los Angeles,171 ms
104.19.93.112,LAX,North America,Los Angeles,171 ms
198.41.195.159,LAX,North America,Los Angeles,171 ms
104.21.210.251,SJC,North America,San Jose,171 ms
104.17.244.199,SJC,North America,San Jose,171 ms
104.16.110.134,SJC,North America,San Jose,171 ms
104.25.170.9,LAX,North America,Los Angeles,171 ms
104.17.192.174,SJC,North America,San Jose,171 ms
162.159.14.153,LAX,North America,Los Angeles,171 ms
104.24.177.250,LAX,North America,Los Angeles,171 ms
104.18.90.238,SJC,North America,San Jose,171 ms
104.25.25.118,LAX,North America,Los Angeles,171 ms
104.17.227.185,SJC,North America,San Jose,171 ms
172.64.81.149,LAX,North America,Los Angeles,171 ms
104.25.150.152,LAX,North America,Los Angeles,171 ms
104.25.214.249,LAX,North America,Los Angeles,171 ms
104.19.121.75,LAX,North America,Los Angeles,171 ms
104.18.43.240,LAX,North America,Los Angeles,171 ms
104.27.63.205,LAX,North America,Los Angeles,171 ms
104.18.13.250,LAX,North America,Los Angeles,171 ms
104.19.25.212,LAX,North America,Los Angeles,171 ms
104.17.115.15,SJC,North America,San Jose,171 ms
104.16.202.148,SJC,North America,San Jose,171 ms
104.18.121.197,SJC,North America,San Jose,171 ms
104.24.86.168,LAX,North America,Los Angeles,171 ms
172.66.2.200,LAX,North America,Los Angeles,171 ms
104.18.166.159,SJC,North America,San Jose,171 ms
104.25.37.26,LAX,North America,Los Angeles,171 ms
104.25.173.195,LAX,North America,Los Angeles,171 ms
172.65.194.163,LAX,North America,Los Angeles,171 ms
172.64.53.130,LAX,North America,Los Angeles,171 ms
104.19.40.49,LAX,North America,Los Angeles,171 ms
104.19.195.45,LAX,North America,Los Angeles,171 ms
104.27.118.146,SJC,North America,San Jose,171 ms
104.22.79.87,LAX,North America,Los Angeles,171 ms
104.25.109.253,LAX,North America,Los Angeles,171 ms
104.16.60.200,SJC,North America,San Jose,171 ms
104.19.198.114,LAX,North America,Los Angeles,172 ms
104.24.160.119,LAX,North America,Los Angeles,172 ms
104.17.66.95,SJC,North America,San Jose,172 ms
104.16.89.221,SJC,North America,San Jose,172 ms
103.21.244.22,LAX,North America,Los Angeles,172 ms
104.22.20.196,SJC,North America,San Jose,172 ms
104.19.242.242,SJC,North America,San Jose,172 ms
104.16.77.22,SJC,North America,San Jose,172 ms
172.67.163.95,LAX,North America,Los Angeles,172 ms
104.24.79.247,LAX,North America,Los Angeles,172 ms
104.27.5.199,LAX,North America,Los Angeles,172 ms
104.25.163.183,LAX,North America,Los Angeles,172 ms
104.19.44.92,LAX,North America,Los Angeles,172 ms
104.19.70.53,LAX,North America,Los Angeles,172 ms
104.25.100.193,LAX,North America,Los Angeles,172 ms
104.24.195.48,LAX,North America,Los Angeles,172 ms
172.67.60.169,LAX,North America,Los Angeles,172 ms
172.64.145.66,LAX,North America,Los Angeles,172 ms
104.17.53.172,SJC,North America,San Jose,172 ms
104.19.254.14,SJC,North America,San Jose,172 ms
104.25.92.160,LAX,North America,Los Angeles,172 ms
104.17.30.19,SJC,North America,San Jose,172 ms
104.17.224.168,SJC,North America,San Jose,172 ms
104.16.193.52,SJC,North America,San Jose,172 ms
172.65.178.25,LAX,North America,Los Angeles,172 ms
104.18.64.154,SJC,North America,San Jose,172 ms
104.19.47.177,LAX,North America,Los Angeles,172 ms
104.17.241.87,SJC,North America,San Jose,172 ms
104.18.221.179,SJC,North America,San Jose,172 ms
104.25.43.51,LAX,North America,Los Angeles,172 ms
104.19.86.39,LAX,North America,Los Angeles,172 ms
104.24.147.80,SJC,North America,San Jose,172 ms
104.17.161.179,SJC,North America,San Jose,172 ms
104.17.200.222,SJC,North America,San Jose,172 ms
104.18.57.202,LAX,North America,Los Angeles,172 ms
104.17.146.99,SJC,North America,San Jose,172 ms
172.67.100.90,LAX,North America,Los Angeles,172 ms
104.25.226.196,LAX,North America,Los Angeles,172 ms
104.21.121.247,SJC,North America,San Jose,172 ms
104.23.110.29,LAX,North America,Los Angeles,172 ms
104.17.253.159,SJC,North America,San Jose,172 ms
104.18.109.145,SJC,North America,San Jose,172 ms
104.18.114.32,SJC,North America,San Jose,172 ms
104.18.65.124,SJC,North America,San Jose,172 ms
104.25.177.7,LAX,North America,Los Angeles,172 ms
104.16.210.220,SJC,North America,San Jose,172 ms
104.17.4.131,SJC,North America,San Jose,172 ms
104.17.166.9,SJC,North America,San Jose,172 ms
104.16.85.4,SJC,North America,San Jose,172 ms
104.16.82.221,SJC,North America,San Jose,172 ms
104.16.80.26,SJC,North America,San Jose,172 ms
104.16.86.0,SJC,North America,San Jose,172 ms
104.25.140.127,SJC,North America,San Jose,172 ms
104.23.112.97,LAX,North America,Los Angeles,172 ms
104.22.49.236,LAX,North America,Los Angeles,172 ms
104.25.183.186,LAX,North America,Los Angeles,172 ms
104.18.200.140,SJC,North America,San Jose,172 ms
172.67.167.176,LAX,North America,Los Angeles,172 ms
172.67.37.29,SJC,North America,San Jose,172 ms
104.18.105.18,SJC,North America,San Jose,172 ms
104.25.28.172,LAX,North America,Los Angeles,172 ms
104.18.19.241,LAX,North America,Los Angeles,172 ms
162.159.40.110,LAX,North America,Los Angeles,172 ms
104.27.117.159,SJC,North America,San Jose,172 ms
104.16.19.134,SJC,North America,San Jose,172 ms
104.18.220.204,SJC,North America,San Jose,172 ms
104.18.142.148,SJC,North America,San Jose,172 ms
104.24.171.22,LAX,North America,Los Angeles,173 ms
104.19.141.35,LAX,North America,Los Angeles,173 ms
104.18.228.254,SJC,North America,San Jose,173 ms
104.21.34.161,SJC,North America,San Jose,173 ms
104.25.124.227,LAX,North America,Los Angeles,173 ms
104.18.66.188,SJC,North America,San Jose,173 ms
104.27.34.139,LAX,North America,Los Angeles,173 ms
172.67.10.15,SJC,North America,San Jose,173 ms
104.18.229.120,SJC,North America,San Jose,173 ms
104.18.153.245,SJC,North America,San Jose,173 ms
104.16.57.115,SJC,North America,San Jose,173 ms
104.16.252.90,SJC,North America,San Jose,173 ms
172.67.117.76,LAX,North America,Los Angeles,173 ms
172.64.48.101,LAX,North America,Los Angeles,173 ms
104.18.226.13,SJC,North America,San Jose,173 ms
104.17.100.195,SJC,North America,San Jose,173 ms
104.16.203.13,SJC,North America,San Jose,173 ms
104.17.29.93,SJC,North America,San Jose,173 ms
104.27.114.18,LAX,North America,Los Angeles,173 ms
104.25.167.235,LAX,North America,Los Angeles,173 ms
104.19.183.144,SJC,North America,San Jose,173 ms
104.18.104.29,SJC,North America,San Jose,173 ms
104.21.25.197,SJC,North America,San Jose,173 ms
104.16.13.29,SJC,North America,San Jose,173 ms
162.159.2.131,LAX,North America,Los Angeles,173 ms
104.25.152.60,LAX,North America,Los Angeles,173 ms
104.17.58.7,SJC,North America,San Jose,173 ms
172.67.46.68,LAX,North America,Los Angeles,173 ms
162.159.38.138,LAX,North America,Los Angeles,173 ms
104.18.193.137,SJC,North America,San Jose,173 ms
162.251.82.145,LAX,North America,Los Angeles,173 ms
188.114.97.84,SJC,North America,San Jose,173 ms
172.66.43.131,LAX,North America,Los Angeles,173 ms
104.19.1.39,LAX,North America,Los Angeles,173 ms
104.24.9.105,SJC,North America,San Jose,173 ms
104.17.233.225,SJC,North America,San Jose,173 ms
104.21.232.186,SJC,North America,San Jose,173 ms
104.17.43.21,SJC,North America,San Jose,173 ms
104.18.254.189,SJC,North America,San Jose,173 ms
104.25.67.173,SJC,North America,San Jose,173 ms
8.39.204.162,LAX,North America,Los Angeles,173 ms
104.24.194.114,LAX,North America,Los Angeles,173 ms
104.25.36.81,LAX,North America,Los Angeles,173 ms
104.19.56.46,LAX,North America,Los Angeles,173 ms
172.67.119.187,LAX,North America,Los Angeles,173 ms
104.17.25.215,SJC,North America,San Jose,173 ms
104.17.37.139,SJC,North America,San Jose,173 ms
104.16.238.33,SJC,North America,San Jose,173 ms
104.19.111.84,LAX,North America,Los Angeles,173 ms
104.17.195.65,SJC,North America,San Jose,173 ms
104.17.9.128,SJC,North America,San Jose,173 ms
172.67.88.141,LAX,North America,Los Angeles,173 ms
104.19.174.78,SJC,North America,San Jose,173 ms
104.24.47.254,LAX,North America,Los Angeles,173 ms
104.25.115.157,LAX,North America,Los Angeles,173 ms
104.16.17.10,SJC,North America,San Jose,173 ms
104.16.64.78,SJC,North America,San Jose,173 ms
172.67.82.180,LAX,North America,Los Angeles,173 ms
104.27.120.56,LAX,North America,Los Angeles,173 ms
104.16.195.47,SJC,North America,San Jose,174 ms
104.21.221.148,LAX,North America,Los Angeles,174 ms
104.24.139.157,SJC,North America,San Jose,174 ms
104.25.254.131,SJC,North America,San Jose,174 ms
104.25.220.33,LAX,North America,Los Angeles,174 ms
104.18.143.139,SJC,North America,San Jose,174 ms
104.25.112.23,LAX,North America,Los Angeles,174 ms
104.25.156.32,LAX,North America,Los Angeles,174 ms
104.17.247.249,SJC,North America,San Jose,174 ms
104.16.155.112,SJC,North America,San Jose,174 ms
162.159.255.46,LAX,North America,Los Angeles,174 ms
104.17.171.162,SJC,North America,San Jose,174 ms
104.19.194.205,LAX,North America,Los Angeles,174 ms
198.41.194.70,LAX,North America,Los Angeles,174 ms
104.27.20.91,LAX,North America,Los Angeles,174 ms
104.25.84.246,LAX,North America,Los Angeles,174 ms
172.67.238.250,LAX,North America,Los Angeles,174 ms
104.22.63.5,LAX,North America,Los Angeles,174 ms
104.25.235.219,LAX,North America,Los Angeles,174 ms
104.21.124.243,SJC,North America,San Jose,174 ms
104.25.223.208,LAX,North America,Los Angeles,174 ms
172.67.114.87,LAX,North America,Los Angeles,174 ms
104.18.106.96,SJC,North America,San Jose,174 ms
104.17.19.5,SJC,North America,San Jose,174 ms
104.19.4.249,LAX,North America,Los Angeles,174 ms
104.16.56.254,SJC,North America,San Jose,174 ms
104.18.224.64,SJC,North America,San Jose,174 ms
104.16.6.94,SJC,North America,San Jose,174 ms
104.16.115.226,SJC,North America,San Jose,174 ms
104.24.238.222,SJC,North America,San Jose,174 ms
104.19.159.84,SJC,North America,San Jose,174 ms
104.17.112.196,SJC,North America,San Jose,174 ms
104.16.71.150,SJC,North America,San Jose,174 ms
104.24.199.81,LAX,North America,Los Angeles,174 ms
104.17.138.112,SJC,North America,San Jose,174 ms
198.41.219.93,SJC,North America,San Jose,174 ms
104.22.26.119,LAX,North America,Los Angeles,174 ms
104.17.218.132,SJC,North America,San Jose,174 ms
104.24.30.103,LAX,North America,Los Angeles,174 ms
104.24.183.120,SJC,North America,San Jose,174 ms
104.24.16.58,SJC,North America,San Jose,174 ms
104.19.230.107,SJC,North America,San Jose,174 ms
104.25.157.83,SJC,North America,San Jose,174 ms
104.25.207.158,LAX,North America,Los Angeles,174 ms
104.24.25.123,SJC,North America,San Jose,174 ms
104.24.193.60,LAX,North America,Los Angeles,174 ms
104.25.116.233,LAX,North America,Los Angeles,174 ms
172.67.120.184,LAX,North America,Los Angeles,174 ms
104.18.175.142,SJC,North America,San Jose,174 ms
172.67.0.96,LAX,North America,Los Angeles,174 ms
104.16.43.13,SJC,North America,San Jose,174 ms
172.67.6.86,LAX,North America,Los Angeles,175 ms
104.16.187.213,SJC,North America,San Jose,175 ms
104.16.132.142,SJC,North America,San Jose,175 ms
104.16.130.251,SJC,North America,San Jose,175 ms
104.24.19.169,SJC,North America,San Jose,175 ms
172.67.3.54,LAX,North America,Los Angeles,175 ms
198.41.205.27,LAX,North America,Los Angeles,175 ms
104.19.74.196,LAX,North America,Los Angeles,175 ms
172.64.38.30,LAX,North America,Los Angeles,175 ms
104.18.244.54,SJC,North America,San Jose,175 ms
104.19.216.226,SJC,North America,San Jose,175 ms
104.19.177.0,SJC,North America,San Jose,175 ms
104.16.3.115,SJC,North America,San Jose,175 ms
141.101.114.149,SJC,North America,San Jose,175 ms
104.16.219.15,SJC,North America,San Jose,175 ms
104.25.251.55,LAX,North America,Los Angeles,175 ms
104.17.240.32,SJC,North America,San Jose,175 ms
104.16.161.107,SJC,North America,San Jose,175 ms
104.19.85.192,LAX,North America,Los Angeles,175 ms
104.16.250.136,SJC,North America,San Jose,175 ms
104.22.46.9,LAX,North America,Los Angeles,175 ms
104.17.98.228,SJC,North America,San Jose,175 ms
104.27.23.198,LAX,North America,Los Angeles,175 ms
104.18.3.233,LAX,North America,Los Angeles,175 ms
104.24.131.95,LAX,North America,Los Angeles,175 ms
104.27.58.68,LAX,North America,Los Angeles,175 ms
104.16.116.198,SJC,North America,San Jose,175 ms
104.19.212.220,SJC,North America,San Jose,175 ms
104.17.238.188,SJC,North America,San Jose,175 ms
104.18.195.1,SJC,North America,San Jose,175 ms
104.25.76.212,LAX,North America,Los Angeles,175 ms
104.18.17.149,LAX,North America,Los Angeles,175 ms
104.22.29.73,SJC,North America,San Jose,175 ms
104.18.235.42,SJC,North America,San Jose,175 ms
104.25.66.122,LAX,North America,Los Angeles,175 ms
104.19.239.222,SJC,North America,San Jose,175 ms
104.19.175.240,SJC,North America,San Jose,175 ms
188.114.96.4,SJC,North America,San Jose,175 ms
141.101.115.183,SJC,North America,San Jose,175 ms
104.17.82.85,SJC,North America,San Jose,175 ms
104.24.28.153,LAX,North America,Los Angeles,175 ms
104.24.29.80,SJC,North America,San Jose,175 ms
104.17.69.61,SJC,North America,San Jose,175 ms
104.22.42.38,SJC,North America,San Jose,175 ms
104.18.4.244,LAX,North America,Los Angeles,175 ms
104.17.173.18,SJC,North America,San Jose,175 ms
104.17.94.75,SJC,North America,San Jose,176 ms
104.18.139.170,SJC,North America,San Jose,176 ms
104.20.2.132,LAX,North America,Los Angeles,176 ms
104.24.4.54,SJC,North America,San Jose,176 ms
104.19.48.66,LAX,North America,Los Angeles,176 ms
104.21.110.32,SJC,North America,San Jose,176 ms
104.16.171.181,SJC,North America,San Jose,176 ms
104.16.15.113,SJC,North America,San Jose,176 ms
104.19.99.181,LAX,North America,Los Angeles,176 ms
104.19.156.61,SJC,North America,San Jose,176 ms
172.67.76.138,HKG,Asia Pacific,Hong Kong,176 ms
104.17.212.254,SJC,North America,San Jose,176 ms
162.159.137.48,LAX,North America,Los Angeles,176 ms
104.24.40.217,SJC,North America,San Jose,176 ms
104.19.20.74,LAX,North America,Los Angeles,176 ms
104.16.20.148,SJC,North America,San Jose,176 ms
104.17.14.172,SJC,North America,San Jose,176 ms
104.24.245.15,SJC,North America,San Jose,176 ms
104.24.10.40,SJC,North America,San Jose,176 ms
104.18.38.17,LAX,North America,Los Angeles,176 ms
104.17.6.38,SJC,North America,San Jose,176 ms
172.67.162.75,SJC,North America,San Jose,176 ms
104.17.35.23,SJC,North America,San Jose,176 ms
104.17.36.36,SJC,North America,San Jose,176 ms
104.25.196.194,LAX,North America,Los Angeles,176 ms
104.18.231.61,SJC,North America,San Jose,176 ms
104.18.130.13,SJC,North America,San Jose,176 ms
104.17.102.150,SJC,North America,San Jose,176 ms
172.64.93.106,LAX,North America,Los Angeles,176 ms
104.17.116.6,SJC,North America,San Jose,176 ms
104.19.136.61,LAX,North America,Los Angeles,176 ms
104.19.17.140,LAX,North America,Los Angeles,176 ms
104.19.153.233,SJC,North America,San Jose,176 ms
104.22.68.242,SJC,North America,San Jose,176 ms
104.18.218.147,SJC,North America,San Jose,176 ms
104.18.207.192,SJC,North America,San Jose,176 ms
104.25.79.76,SJC,North America,San Jose,176 ms
104.16.88.198,SJC,North America,San Jose,176 ms
104.17.251.224,SJC,North America,San Jose,176 ms
104.16.73.113,SJC,North America,San Jose,176 ms
104.19.88.223,LAX,North America,Los Angeles,176 ms
104.19.28.143,LAX,North America,Los Angeles,176 ms
104.17.39.23,SJC,North America,San Jose,176 ms
104.19.169.200,SJC,North America,San Jose,176 ms
172.67.83.188,SJC,North America,San Jose,176 ms
104.24.39.102,LAX,North America,Los Angeles,176 ms
104.17.122.229,SJC,North America,San Jose,176 ms
104.19.237.38,SJC,North America,San Jose,177 ms
104.24.1.235,SJC,North America,San Jose,177 ms
104.17.160.36,SJC,North America,San Jose,177 ms
104.17.254.253,SJC,North America,San Jose,177 ms
104.18.141.11,SJC,North America,San Jose,177 ms
104.16.55.7,SJC,North America,San Jose,177 ms
104.25.24.203,LAX,North America,Los Angeles,177 ms
104.18.47.86,LAX,North America,Los Angeles,177 ms
104.21.90.129,SJC,North America,San Jose,177 ms
104.19.6.85,LAX,North America,Los Angeles,177 ms
104.18.67.12,SJC,North America,San Jose,177 ms
104.17.213.153,SJC,North America,San Jose,177 ms
104.19.125.220,LAX,North America,Los Angeles,177 ms
172.67.24.231,LAX,North America,Los Angeles,177 ms
104.24.142.56,LAX,North America,Los Angeles,177 ms
104.17.219.166,SJC,North America,San Jose,177 ms
